trail,badlands,beach,boardwalk,botanical_garden,bridge,canal/natural,cemetery,cliff,coast,creek,dam,desert/sand,desert_road,driveway,farm,field,field_road,forest,forest_path,golf_course,highway,hot_spring,islet,japanese_garden,lagoon,lake/natural,lawn,marsh,mountain,mountain_path,ocean,orchard,picnic_area,pond,river,sky,swamp,swimming_hole,trench,valley,vineyard,waterfall,watering_hole,young_forest,elevation,length,cluster
Berlin Mountain via Taconic Crest Trail,0,0,0,0,0,0,0,0,0,0.00437694,0,0,0,0,0,0.39343917,0,0.042139087,0.165447453,0,0,0,0,0,0,0,0,0,0,0.05774285,0,0,0,0,0,0,0,0,0,0.113215489,0,0,0,0.313788555,0.018449697,0.008726415,2
Berry Pond Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039092658,0,0.045102837,0,0,0,0,0,0.093296616,0,0,0.210351952,0,0,0,0,0,0.023968091,0,0.022019184,0.013679245,2
Bethpage Bikeway Trail (from Massapequa Park),0,0,0,0,0,0,0,0,0,0,0,0,0.092657888,0,0,0,0.48410896,0,0.153164969,0,0,0,0,0,0,0,0,0,0,0.381137096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004186436,0.035377358,2
Betty Allen Pond Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25986012,0.025050071,0,0,0,0,0.068818891,0,0,0,0,0,0,0,0,0,0,0,0,0.020104194,0,0,0,0,0,0,0,8.81E-05,0.001179245,2
Big Crow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096170133,0,0,0,0,0,0,0,0,0,0,0.190490995,0.289856177,0,0,0,0,0,0,0,0,0,0.352079494,0,0,0,0,0.008769482,0.003066038,0
Big Crow and Nun-Da-Ga-O Ridge Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118407308,0.28040961,0,0,0,0,0,0,0,0,0,0.542284667,0,0,0,0,0.020814666,0.013679245,0
Big Indian Summit and Fir Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323442873,0.166691108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013799466,0,0,0,0,0,0.034975102,0.022877358,4
Big Slide Mountain via The Brothers,0,0,0,0,0,0,0,0,0,0,0,0,0.051746993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241178496,0,0,0,0,0,0,0,0,0,0,0.354854993,0,0,0,0,0.045918592,0.017924528,0
Big Slide Mountain via The Brothers  Slide Mountain Brook and Phelps Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155398232,0,0,0,0,0,0,0,0,0,0,0.204876704,0.177101895,0,0,0,0,0,0,0,0,0,0.253780942,0,0,0,0,0.045492604,0.020990566,0
Big Slide Yard Mountain Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094872676,0.05356468,0,0,0,0,0,0,0,0,0,0.219853065,0.233848147,0,0,0,0,0,0,0,0,0,0.234999928,0,0,0,0,0.045727632,0.023113208,0
Birdsong Lake Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210238198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000572881,0.003537736,2
Birdsong and Swamp Trails Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136040704,0,0.120542071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259410854,0,0,0,0,0,0,0,0,0,0,0,0.228453592,0.002262144,0.004009434,2
Black Bear Mountain Trail,0.026219736,0,0,0,0,0,0,0,0,0,0,0,0.153555405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092374601,0,0,0,0,0,0,0,0,0,0,0.348442583,0,0,0,0,0.011178518,0.011084906,0
Black Creek Ridge and Wetlands Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166189804,0,0,0.125968638,0,0,0,0,0,0,0,0.651647596,0,0,0,0,0.078051488,0,0,0,0,0,0,0,0,0,0,0,0,0.003804515,0.012735849,2
Black Creek Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630391,0,0.037980447,0,0,0,0,0,0.291221572,0.081491075,0,0,0,0,0,0,0,0.030699114,0,0.00215932,0.009669811,3
Black Diamond Trail,0,0,0.024862072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062922564,0.449920231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001204518,0.019811321,4
Black Dome Range Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013073171,0,0.491628846,0.141938987,0,0,0,0,0,0,0,0,0,0,0.050842543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061489196,0.026886792,4
Black Dome and Blackhead Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07152143,0,0,0,0,0,0,0,0,0,0,0.179243691,0,0,0,0,0,0,0,0,0,0,0.459229282,0,0,0,0.100912844,0.033006742,0.013679245,0
Black Dome and Thomas Cole Mountain from Batavia Kill and Black Dome Range Trails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101101648,0,0,0,0,0,0,0,0,0,0.146662359,0.157075795,0,0,0,0,0,0,0,0,0,0.120619164,0,0,0,0,0.038735549,0.016981132,2
Black Dome via Black Dome Range Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006090906,0,0,0,0,0,0,0,0,0,0.163288646,0.449137702,0,0,0,0,0,0,0,0,0,0.330488697,0,0,0,0,0.038544589,0.016981132,0
Black Mountain Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015637104,0,0,0,0,0,0,0,0,0,0,0,0,0.013646977,0,0,0,0,0,0,0,0,0,0,0.669448882,0,0,0,0,0.017289246,0.019339623,0
Black Mountain Summit Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009576858,0,0,0,0,0,0,0.168882087,0.145670604,0,0,0,0,0,0,0,0,0,0.289556711,0,0,0,0,0.017920884,0.013443396,0
Black Mountain and Lake George Trail,0,0,0,0,0,0,0,0,0.109682422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112012876,0,0.092658299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095736717,0,0,0,0,0.019992068,0.018160377,2
Black Mountain and Owl Lake Loop,0.088967701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050381813,0,0,0,0,0,0,0,0,0,0,0.41511981,0,0,0,0,0.019419187,0.017924528,0
Black Mountain from Lake George,0,0,0,0,0,0,0,0,0,0,0.123941228,0,0,0,0,0,0,0.123736382,0,0,0,0,0,0,0,0,0,0,0.223298107,0,0,0,0,0,0.064276472,0,0,0,0,0.549375239,0,0,0,0,0.033491488,0.010849057,0
Black River Trail  Black River to Watertown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023470457,0,0,0,0,0,0,0,0,0,0,0,0,0.004851842,0.020195368,0,0,0,0,0,0,0,0,0,0.204251644,0,0,0,0.210080875,0.004480221,0.021462264,2
Black River Trail  Great Bend to Felts Mills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003735679,0,0,0.13715976,0,0,0,0,0,0,0,0,0.036445475,0,0,0,0,0,0,0,0,0.077608658,0,0,0,0.10933197,0,0,0,0.002835025,0.011792453,2
Black Rock Forest Trail,0,0,0,0,0,0,0,0,0.028398295,0,0,0,0,0,0,0,0,0.097192934,0,0,0,0,0.02231461,0,0,0,0,0,0,0,0.013688033,0,0,0,0,0,0,0,0,0.092941612,0,0,0,0,0.020227096,0.019811321,2
Black Rock Reservoir Loop,0.01328582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072365707,0,0,0,0,0,0,0,0,0,0,0.5154336,0,0,0,0,0,0,0,0,0,0.223686557,0,0,0,0,0.013484731,0.012735849,0
Black Rock and Sphagnum Pond Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033583438,0,0.035625406,0,0,0,0,0,0.043973013,0.043213539,0,0.073757672,0,0,0,0,0,0,0,0.014454221,0.012028302,2
Blackhead  Black Dome and Thomas Cole Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081960907,0,0,0,0,0,0,0,0,0,0,0.105881957,0.075234282,0,0,0,0,0,0,0,0,0,0.131289373,0,0,0,0,0.068422522,0.029481132,2
Blackhead Mountain Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002397683,0,0.114099209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119787864,0,0,0,0,0,0,0,0,0,0,0,0.179865955,0.025632739,0.011084906,2
Blacksnake Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619524384,0.289306785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127302473,0,0,0,0,0,0.005537847,0.006367925,4
Bloomingdale Brook Waterfall Trail,0,0,0,0,0,0,0,0,0,0.261219515,0,0,0,0,0,0,0,0.41515927,0.133563413,0,0,0,0,0,0,0,0,0,0,0.009483009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002071184,0.002358491,4
Blue Cut Nature Center Trails,0,0,0,0.437491382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294550126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177185291,0.001821467,0.003066038,2
Blue Disc  Victory and White Bar Loop,0,0,0,0,0,0,0,0,0,0.169406942,0,0,0,0,0,0,0,0.178854968,0,0,0,0,0,0,0,0,0,0.025398662,0,0,0,0,0,0.075426942,0,0,0.15106745,0,0,0,0,0,0,0,0.015746875,0.014622642,2
Blue Disc Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153461336,0.088514421,0,0,0,0,0,0,0,0,0,0,0.045718847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010781909,0.010613208,2
Blue Disk Ramapo Dunderberg Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119505578,0.080661268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037521214,0,0,0,0,0,0,0,0,0,0,0,0.023458731,0.023349057,2
Blue Ledges Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045146703,0.105189605,0,0.047568576,0,0,0,0,0,0,0.22647513,0,0.050276373,0,0,0,0,0,0,0,0.008769482,0.011084906,3
Blue Loop and Orange Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708188,0,0.243193268,0.201077334,0,0,0,0,0,0,0,0,0,0,0.030269808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004612424,0.004245283,4
Blue Mountain Trail to Blue Mountain Fire Tower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002393403,0,0.034220947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01072682,0,0,0,0,0,0,0,0,0.02326819,0,0,0.152372483,0.023120878,0.00990566,2
Blue Mountain Twin Summits Trail,0,0,0,0,0,0,0,0,0,0.060691792,0,0,0,0,0,0,0,0.530469986,0.204546412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12849338,0,0,0,0,0,0,0,0.005493779,0.005896226,4
Blue Trail East to Mullet Falls Trail,0,0,0,0,0,0,0,0,0,0.397184946,0,0,0,0,0,0,0,0.181913517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189878811,0,0,0,0,0,0,0,0,0,0.00722711,0.00754717,1
Blue Trails North,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203979679,0,0,0,0.140537329,0.246785989,0,0.001018579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003407906,0.008726415,2
Blue and Orange Trail Loop,0,0,0,0,0,0,0,0,0,0.537631175,0,0,0,0,0,0,0,0.046168523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161634013,0,0,0.181389751,0,0,0,0.21334589,0,0,0.004039543,0.005188679,1
Blueberry Hill East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453154158,0,0.171429008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167308498,0,0,0,0.064550488,0,0,0,0,0.001527682,0.004481132,2
Blueberry Pass to Castle Point to Rainbow Falls Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048267454,0.076723135,0,0.021431087,0,0,0,0,0,0,0.091404595,0.027199583,0,0,0,0,0,0,0,0,0.01936043,0.026179245,2
Blueberry Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058228345,0,0,0,0,0,0,0,0,0,0,0.080127641,0,0,0,0,0,0,0,0,0,0,0.115994615,0,0,0,0,0.010355921,0.021698113,2
Blydenburgh County Park Stump Pond Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171341128,0.189431204,0,0,0,0,0,0,0,0.090772004,0.164709348,0,0,0,0,0.013372044,0,0,0,0,0.003172878,0.015566038,3
Bob Cameron Loop Trail,0,0,0,0,0,0,0,0,0,0.093224101,0,0,0,0,0,0,0,0.061372367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008345089,0,0.005755397,0,0,0,0,0.005530459,0,0,0.006639541,0.006839623,2
Bog Meadow Brook Nature Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04307423,0,0.107028087,0,0,0,0,0,0.164539403,0.06603006,0,0.115812949,0,0,0,0,0,0,0,0.000719773,0.009669811,2
Bond Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21088472,0,0.039538613,0,0,0,0,0,0.118647441,0.087775065,0,0.135945356,0,0,0,0,0,0,0,0.001248586,0.005896226,3
Bonticou Crag Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202954384,0.154869619,0,0,0,0,0,0,0,0,0,0.3994137,0,0,0,0,0.007168353,0.005424528,0
Bonticou Crag and Table Rocks Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036504498,0,0.049738867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034204365,0,0,0,0,0,0,0,0,0.188870381,0,0,0.275643727,0.013822583,0.012028302,2
Boreas Ponds Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494700495,0.53522958,0,0,0.126921168,0,0,0,0,0,0.308721799,0,0,0,0,0.247200944,0,0,0,0,0.005816943,0.0125,3
Boulder Rock and Catskill Mountain House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060860677,0,0.074458265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130161886,0,0,0,0,0,0,0,0,0,0,0,0.052969772,0.004377396,0.004009434,2
Bowman Lake Park Loop,0,0,0,0.091517064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427126252,0.416984537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067849821,0.007609031,0.018160377,4
Boy Scout Trail via Ward Hill Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225890601,0,0.24486776,0.195930419,0,0,0,0,0,0,0,0,0,0,0.061660998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15221945,0.00703615,0.011320755,4
Boyce Thompson  Lower Otter and Thruway Trail,0,0,0,0,0,0,0,0,0,0.013721891,0,0,0,0,0,0,0,0.369221501,0.319144731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022629418,0,0,0,0,0,0,0,0.011119761,0.0125,4
Bramley Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508327186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311531279,0,0,0,0.14634456,0.013190946,0.008018868,4
Breakneck Ridge  Breakneck Bypass  Wilkinson Trail Loop,0,0,0,0,0,0,0,0.068885935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102595161,0.117194459,0,0,0,0,0.086876079,0,0,0,0,0.110309968,0,0,0,0,0.018361561,0.00754717,2
Breakneck Ridge  Notch  Brook Loop,0,0,0,0,0,0,0,0,0,0.084460859,0,0,0,0,0,0,0,0.069530928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040897911,0,0,0,0,0,0,0,0,0.01459405,0,0.021196586,0.00990566,2
Breakneck Ridge  Notch Trail  Bull Hill  Undercliff  Cold Spring,0,0,0,0,0,0,0,0.027640333,0,0,0.089289532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117226346,0.050013308,0,0,0,0,0,0,0,0,0,0.107334108,0,0,0,0,0.058154737,0.026886792,2
Breakneck Ridge  Notch Trail  Wilkinson Trail to Sugarloaf Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811917171,0.170308784,0,0.050429366,0,0,0,0,0,0,0.117833529,0,0.012974478,0,0,0,0,0,0,0,0.029775108,0.015330189,3
Breakneck Ridge  Undercliff  and Brook Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062322299,0.148293075,0,0,0,0,0,0.052411373,0,0,0,0.12881841,0,0,0,0,0.018302804,0.006603774,2
Breakneck Ridge Trail to Casino Trail,0,0,0,0,0,0,0.030031084,0,0,0,0,0,0,0,0,0.037850427,0,0.442106977,0.068805178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03305081,0.013443396,4
Breakneck Ridge Trail to Peak #4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507247611,0.137360308,0,0,0.181281683,0,0,0,0,0,0.20078934,0,0,0,0,0.192686156,0,0,0,0,0.017054218,0.004245283,3
Breakneck Ridge Trail to South Beacon Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017177856,0,0.113359158,0.016352477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03944847,0.045874524,0.020283019,2
Breakneck Ridge via Diltz Road and Red Arrow Loop,0,0,0,0,0,0,0,0,0,0.084851494,0,0,0,0,0,0,0,0.275527164,0.14881847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044255186,0,0,0,0,0,0.019419187,0.015330189,4
Bronx River Pathway,0,0,0,0,0,0,0,0,0,0.208187454,0.088781699,0,0,0,0,0,0,0.025532928,0,0,0,0.039960518,0,0.444284381,0,0.054226413,0,0,0,0,0,0,0,0.142142747,0.451533626,0,0,0,0,0,0,0.04217469,0,0,0.004862141,0.024528302,3
Bronx River Pathway,0,0,0,0,0,0,0,0,0,0.208187454,0.088781699,0,0,0,0,0,0,0.025532928,0,0,0,0.039960518,0,0.444284381,0,0.054226413,0,0,0,0,0,0,0,0.142142747,0.451533626,0,0,0,0,0,0,0.04217469,0,0,0.003995476,0.021698113,3
Brooklyn Botanical Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034083621,0,0,0,0,0,0,0,0,0.127130623,0,0,0,0,0.851136928,0,0,0,0,0,0,0,0,0,0,0,0,0.000954801,0.003301887,2
Brooklyn Bridge Walk,0,0,0,0,0.120549514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001439546,0.005660377,2
Brooklyn Bridge Walk via Brooklyn,0,0,0,0,0.227345383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056735274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000425988,0.00259434,2
Broomstick Lake Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261420784,0,0,0,0,0,0,0,0,0,0.068885265,0,0.099857417,0,0,0,0,0,0,0,0,0,0,0,0.028702606,0,0,0,0,0.005199994,0.004481132,2
Brothers Trail  First Brother,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083766178,0.113900006,0,0,0,0,0,0,0,0,0,0.157541236,0.258331684,0,0,0,0,0,0,0,0,0,0.224225305,0,0,0,0,0.021578507,0.008018868,0
Buck Mountain Trail,0,0,0,0,0,0,0,0,0.035766229,0,0,0,0,0,0,0,0,0.023441693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173114832,0,0,0,0.156099895,0,0,0,0.101346127,0.029202227,0.013679245,2
Buck Mountain via Shelving Rock Road,0,0,0,0,0,0,0,0,0,0,0,0,0.17912146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028807293,0.075708439,0,0,0,0,0,0,0,0,0,0.357549304,0,0,0,0,0.017098286,0.010141509,0
Buckhorn Island State Park,0,0,0,0,0,0.18000708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081691897,0,0.41736117,0.080765208,0,0,0,0,0,0,0,0,0.111494947,0,0,0,0,0,0,0,0,0,0.000235028,0.009669811,3
Bull Hill (Short Trail),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109136148,0,0,0,0,0,0,0,0,0,0,0.28942532,0,0,0,0,0.015320887,0.005424528,0
Bull Hill Full Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256981141,0.028243915,0,0,0.107995631,0,0,0,0,0,0,0,0,0,0,0.142474135,0,0,0,0,0.020476813,0.012971698,2
Bull Hill Short Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161810385,0,0,0,0,0,0,0,0,0,0,0.112528174,0,0,0,0,0,0,0.024229597,0,0,0,0.131184227,0,0,0,0,0.016613541,0.010141509,2
Bull Hill via Lone Star  Split Rock  Undercliff  Washburn  and Nelsonville Trails Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006989953,0,0,0,0,0,0,0,0,0,0,0,0,0.113335667,0,0,0,0,0,0,0,0,0,0,0.441346901,0,0,0,0,0.020711841,0.012735849,0
Bull Hill via the Washburn  Notch  Brook and Undercliff Trails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148623282,0.034514388,0,0,0,0,0,0,0,0,0,0.240200277,0.018156492,0,0,0,0.029584147,0.014150943,0
Bull Wheel to High Peter's Kill Trail,0,0,0,0,0,0,0,0,0,0.422667405,0,0,0,0,0,0,0,0.015819942,0,0,0,0,0,0,0,0,0,0,0.060557424,0,0,0,0,0,0.10365319,0,0,0,0,0,0,0.112655762,0,0,0.011266654,0.010141509,1
Bumps Pond Loop,0,0,0,0,0,0,0,0.003139721,0,0,0,0,0,0,0,0,0,0,0.085342372,0,0,0,0,0,0,0,0,0,0.097148931,0.176737168,0,0,0,0,0,0,0,0,0,0.161191475,0,0,0,0,0.016084728,0.010377358,0
Burnt Hill Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157305475,0,0,0,0.017395893,0,0,0,0,0,0,0.063015228,0,0,0,0,0.132944799,0,0,0,0,0,0,0,0,0,0,0,0.051067496,0.003216946,0.008962264,2
Butter Hill via Orange and Yellow Trail,0,0,0,0,0,0,0,0.027043962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170365192,0.176932724,0,0,0,0,0,0,0,0,0,0.206752435,0,0,0,0,0.00606666,0.00259434,0
Buttermilk Brook - Bear Slides,0,0,0,0,0,0,0,0,0,0,0,0,0.054213432,0,0,0,0.091078563,0,0.216701594,0,0,0.461393177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004950277,0.004481132,2
Buttermilk Falls  Gorge and Rim Trail Loop,0,0,0,0,0,0,0,0,0,0.549819343,0,0,0,0,0,0,0,0.071330405,0,0,0,0,0,0,0,0,0,0,0.118108896,0,0,0,0,0,0,0,0,0.06902714,0,0,0,0,0,0,0.006786433,0.003773585,1
Calamity Brook Trail to Lake Colden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055859547,0,0.022355092,0,0,0,0,0,0,0.141123069,0,0.061049859,0.0166442,0,0,0,0,0,0,0.019463255,0.025,2
Calcium Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117519852,0.156024858,0,0.128880037,0,0,0,0,0,0.26185183,0.145162826,0,0,0,0,0,0,0,0,0,0.000807909,0.009433962,3
Calverton Pine Barrens State Forest Loop,0,0,0,0,0,0,0.713308569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002497172,0.017924528,2
Camillus Forest Unique Area Trails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531661854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091511366,0.005435022,0.006603774,2
Canadice Lake Walking Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152131697,0,0.085407082,0,0,0,0,0,0.048837806,0.209889945,0,0.179638683,0,0,0,0,0,0,0,0.002599997,0.017216981,3
Canadice Lake via Rob's trail,0,0.017878631,0,0,0,0,0,0.008359465,0.0362532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271392714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714895,0,0.011266654,0.006839623,2
Candlewood Hill Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087418806,0.277041723,0,0,0,0,0,0,0,0,0,0.493039917,0,0,0,0.055688821,0.008519764,0.005424528,0
Carmans River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758729503,1,0,0.222436521,0,0,0,0,0,0,0.469038155,0,0.353294837,0,0,0,0,0,0,0,0.000235028,0.0125,3
Carriageway Circuit Trail,0,0,0,0,0,0,0,0,0,0.412316754,0,0,0,0,0,0,0,0,0,0,0,0.136661072,0,0,0,0,0,0,0,0,0,0,0,0,0.279992397,0,0,0,0,0,0,0.254743066,0,0,0.0158497,0.021698113,1
Cascade Lake Loop (Red Trail),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025990308,0.11801725,0,0.080932026,0,0,0,0,0,0,0.207377426,0,0.150252856,0,0,0,0,0,0,0,0.001527682,0.003537736,3
Cascade Lake Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21959504,0,0.076455974,0,0,0,0,0,0.138768727,0.245182803,0,0.136245995,0,0,0,0,0,0,0,0.006301688,0.013443396,3
